"name","lat","lon","A_in_2km","competitor_groups_2km","comp_stores_2km","is_competing_shoken","is_concern","category"
"調剤薬局ツルハドラッグ 山梨中央店",35.606946,138.541224,1,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂ドラッグストア 富士宮浅間店",35.2185275,138.61063240000001,8,10,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 甲府向町店",35.6491376,138.6105849,0,15,15,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"杏林堂ドラッグストア 富士松岡店",35.162701399999996,138.6433789,3,19,21,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂ドラッグストア 富士厚原店",35.189725800000005,138.66216169999998,3,9,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"杏林堂ドラッグストア ながいずみ中土狩店",35.1370407,138.9070475,9,5,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 都留赤坂店",35.565146,138.917507,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 境港店",35.5415403,133.2225624,1,7,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 境港渡店",35.5226354,133.2123551,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 米原店",35.4459776,133.3270552,0,20,22,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 旗ヶ崎店",35.4374719,133.3100582,1,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 角盤店",35.435262699999996,133.3301688,1,23,25,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 夜見店",35.4673642,133.3072226,1,1,1,TRUE,TRUE,"懸念:複占化(結合後の競争者1)"
"ウェルネス五千石店",35.4001321,133.3735041,0,5,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 昭和町店",35.426274,133.34358229999998,1,16,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 上福原店",35.44873750000001,133.3551258,1,15,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 東福原店",35.434878999999995,133.34784,2,18,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス みのかや店",35.430908699999996,133.3842048,4,2,2,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 溝口店",35.3464308,133.4340044,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 大山店",35.5217952,133.5684629,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 東伯店",35.5042352,133.6873714,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 琴浦店",35.503212,133.68009899999998,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 北栄店",35.4904228,133.7605556,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 生田店",35.417245199999996,133.8056772,0,6,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 倉吉東店",35.4324021,133.8437841,1,8,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 八屋店",35.4443031,133.8486087,2,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ＷＡＳＨハウス ウェルネス八屋店",35.444069299999995,133.8484724,2,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス ハワイ店",35.486239499999996,133.8592889,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウエルネス薬局",35.0637409,134.0014488,0,11,11,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ津山高野店",35.074542099999995,134.0438887,1,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 気高店",35.513827,134.0467769,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 湖山店",35.5145219,134.1895242,1,9,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 湖山東店",35.516756099999995,134.18593909999998,1,8,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 河原店",35.426738199999996,134.206448,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 叶店",35.4746885,134.2177079,0,11,11,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 吉成店",35.481482,134.2273519,2,22,26,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 丸山店",35.520352599999995,134.2264463,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 郡家店",35.4193018,134.2594966,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 立川店",35.4895943,134.2408256,2,20,24,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 岩美店",35.567433799999996,134.3244676,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 徳佐店",34.3942876,131.7185638,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス薬局 益田日赤病院前店",34.682665799999995,131.8421597,2,11,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 浜田医療センター前店",34.9035448,132.0861007,2,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 鷹の巣店",34.3606111,132.2304045,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 嘉久志店",35.0070694,132.2126219,0,6,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 江津店",35.0015821,132.2011914,0,7,7,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 大野早時店",34.3018102,132.2911475,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 宮内店",34.3450038,132.30665199999999,1,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ JA広島総合病院前店",34.342696,132.3230602,1,12,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ ハローズ宮内店",34.3454882,132.3052097,1,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ワッツウィズ JA広島総合病院前ウォンツ店",34.3424072,132.3231411,1,11,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 井口明神店",34.3733729,132.3896642,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 井口店",34.366802,132.380329,0,8,10,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ フジ井口店",34.377882,132.379604,1,7,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ フレスポ西風新都店",34.446010199999996,132.3789237,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 下河内店",34.4060874,132.3542156,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 己斐本町店",34.3928899,132.4251505,3,5,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのウェルネススパーク堺町店",34.3941655,132.4480103,3,20,31,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 舟入本町店",34.3848531,132.4418945,2,18,24,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 庚午中店",34.3827079,132.4104655,1,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 舟入町店",34.389715699999996,132.4448531,3,18,27,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 観音店",34.3824548,132.4294592,2,7,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 庚午店",34.3894522,132.4181869,2,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 西観音店",34.3928838,132.4356374,4,10,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 己斐駅前店",34.3983929,132.42960689999998,4,5,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 吉島店",34.372907399999995,132.44518739999998,1,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 舟入市民病院前店",34.3863882,132.4401191,3,16,21,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 南観音店",34.38164,132.43204599999999,2,7,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 中広通り店",34.3992895,132.4410097,3,17,23,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 江波店",34.3722901,132.4345408,1,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのウェルネス江波店",34.3664495,132.43131549999998,1,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 中広町1丁目店",34.4003562,132.443397,2,18,28,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 上安店",34.4738565,132.4487368,0,6,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 伴東店",34.4651187,132.42012309999998,1,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 長楽寺店",34.470844,132.431952,1,2,2,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 長楽寺店",34.4731711,132.4305341,1,2,2,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 沼田伴店",34.4636213,132.4119703,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 伴中央店",34.4525989,132.4051881,0,4,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 幟町店",34.396627699999996,132.46838309999998,1,15,26,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 平和大通り店",34.3900581,132.45730899999998,2,19,31,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 宇品東店",34.3651324,132.4705074,0,6,7,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのウエルネス｜バスセンター店",34.3960936,132.4572651,2,18,31,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ銀山店",34.3935773,132.46663329999998,1,15,27,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 八丁堀店",34.395125199999995,132.4624762,1,16,29,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ薬局 翠店",34.368305,132.4658583,0,8,11,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ薬局 八丁堀交差点前店",34.393991,132.463956,1,16,28,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 祇園店",34.4414611,132.4600591,2,8,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 西原店",34.4454085,132.4689584,2,11,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 三篠店",34.418436199999995,132.45612260000001,1,6,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 楠木店",34.412718999999996,132.4596306,1,7,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 長束店",34.431781099999995,132.4608165,2,4,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 白島店",34.4058541,132.4598675,1,16,28,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 牛田旭店",34.412077599999996,132.47034209999998,0,7,10,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 牛田店",34.4127736,132.4741669,0,6,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 大町西店",34.466786,132.46077599999998,0,16,17,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 高陽矢口店",34.464198100000004,132.49590630000003,1,10,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 緑井店",34.4688547,132.46849170000002,1,17,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 安古市店",34.4690279,132.4592249,0,16,17,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ フジ古市店",34.452821799999995,132.4672755,3,18,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 毘沙門店",34.476547,132.46147,0,10,11,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ薬局 相田店",34.4701423,132.4570627,0,15,16,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 亀山店",34.5244243,132.4995772,2,10,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ薬局 安佐市民病院店",34.5169637,132.4962468,2,10,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 川本店",34.9637983,132.4726719,1,2,2,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 大田店",35.1986317,132.4904949,1,7,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 大田薬局",35.1986649,132.4905841,1,7,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 坂店",34.3426446,132.5122268,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 府中本町店",34.397545,132.5054926,2,7,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 海田栄町店",34.3624108,132.53442619999998,1,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 矢野駅前店",34.352033,132.53304699999998,0,8,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 海田店",34.363852,132.53888,1,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 府中浜田店",34.387698199999996,132.508508,1,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 府中新地店",34.3832094,132.500551,1,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ薬局 府中桃山店",34.3805749,132.5066101,2,11,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのウェルネス 府中浜田店",34.387426,132.510399,1,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ薬局 メディカルモール向洋駅北店",34.3787357,132.5051748,2,11,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ フォレオ広島東店",34.4080067,132.50348449999998,2,3,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 落合南店",34.4702108,132.5100773,0,6,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 口田店",34.464876499999995,132.5026735,1,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ アクロスプラザ高陽店",34.4815937,132.52929749999998,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 高陽落合店",34.472807599999996,132.5128061,0,7,7,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ福田店",34.4550048,132.5458098,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 可部店",34.5217209,132.5133208,3,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 三入店",34.5374397,132.5246304,1,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ フジ三入店",34.5407577,132.5268475,1,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ薬局 メディカルモール安佐北店",34.5069607,132.5151567,2,10,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 千代田店",34.6759984,132.5391467,0,5,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 大田中央店",35.1969706,132.5009577,1,8,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 熊野店",34.3464982,132.5915022,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ ハローズ熊野モール店",34.3319815,132.5760044,0,5,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 黒瀬店",34.3256738,132.6648903,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 黒瀬店",34.320737,132.66807799999998,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 八本松店",34.447406099999995,132.69962750000002,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 白木店",34.5522516,132.6630352,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 出雲大社店",35.3876608,132.69501990000003,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 西条御薗宇店",34.399121199999996,132.7386224,0,5,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 西条御条店",34.4220214,132.7454357,2,22,31,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 東広島店",34.4066245,132.7489853,1,9,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 広島西条店",34.42849,132.729701,1,16,24,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 下見店",34.407095999999996,132.70675400000002,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 吉田店",34.6655516,132.7054483,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 下古志店",35.3410368,132.73680819999998,1,1,1,TRUE,TRUE,"懸念:複占化(結合後の競争者1)"
"ウェルネス 神門店",35.3391625,132.7117437,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ドラッグストアウェルネス 神門店 駐車場",35.3393174,132.71149979999998,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 出雲ドーム北店",35.3850963,132.7412103,1,11,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 塩冶店",35.358408,132.746052,2,17,20,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 西条助実店",34.423437299999996,132.7537244,1,19,27,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 高屋店",34.4494781,132.7845882,1,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 大塚店",35.3787583,132.7509369,2,20,24,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 北本町店",35.36895,132.763612,1,18,22,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 出雲中野店",35.3806064,132.7688499,1,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 出雲駅北店",35.3607709,132.753573,3,18,23,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 出雲駅南薬局",35.3586227,132.7575554,3,16,20,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 上塩冶店",35.3546694,132.76159579999998,1,13,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス薬局 医大北店",35.355686999999996,132.7582514,1,14,18,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 掛合店",35.2023432,132.814857,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 斐川店",35.3865215,132.8082121,0,5,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 平田西店",35.4284916,132.8128788,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 平田中ノ島店",35.4407196,132.8249655,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 三次東店",34.8054949,132.8757223,2,5,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 三次店",34.8050047,132.871296,2,5,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ フレスポ三次プラザ店",34.8032379,132.8506371,3,4,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 三次十日市店",34.8026164,132.85262,3,4,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 三刀屋中央店",35.2962189,132.88521230000003,0,5,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 三刀屋店",35.30141,132.8918837,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ フジ竹原店",34.347652,132.90263769999999,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 竹原店",34.345780399999995,132.9059564,1,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのウェルネス 広島空港店",34.4401705,132.9183473,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス宍道昭和店",35.4096682,132.9074133,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 宍道店",35.4048762,132.9000447,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 世羅店",34.5853597,133.0384655,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 庄原板橋店",34.8487486,133.01662059999998,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 庄原店",34.8569646,133.00847729999998,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 乃白南店",35.431802999999995,133.0499414,1,7,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 玉湯店",35.433628999999996,133.0131793,1,0,0,TRUE,TRUE,"懸念:独占化(結合後の競争者0)"
"ウォンツ アクロスプラザ三原店",34.395688,133.0798534,7,15,16,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 三原宮浦店",34.395142,133.064539,5,14,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 三原古浜店",34.397766,133.08955269999998,4,7,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 三原店",34.3925777,133.07837949999998,7,15,16,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 横田店",35.1774139,133.0876905,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 古志原５丁目店",35.4438161,133.079411,1,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス 古志原5丁目店",35.44369040000001,133.0802002,0,6,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 上乃木店",35.4467131,133.06139969999998,1,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス薬局 メディカルモール田和山店",35.4305732,133.05016369999998,1,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウェルネス薬局 メディカルモール大庭店",35.4311144,133.0865193,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 御調店",34.512475699999996,133.14402769999998,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 上下店",34.7042717,133.1086384,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 東出雲店",35.4298754,133.1326951,0,2,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウェルネス 馬潟店",35.4442896,133.11325109999999,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 府中店",34.5659001,133.2494644,2,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 府中高木店",34.5640984,133.2438467,2,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 福山松永店",34.445762099999996,133.252917,2,9,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 東城店",34.8939406,133.2760677,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ ハピアス駅家店",34.5374407,133.33230799999998,2,10,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 福山加茂店",34.5570786,133.3457716,3,2,2,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 福山野上店",34.4747048,133.3670362,6,8,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 福山御船店",34.4882697,133.36949339999998,9,8,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ アクロスプラザ神辺店",34.5476429,133.3818789,2,3,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 神辺店",34.546161999999995,133.357011,4,4,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ神辺店資生堂コーナー",34.5453871,133.3567038,4,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 福山幕山店",34.5135594,133.43439519999998,3,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 福山伊勢丘店",34.503021499999996,133.4224341,5,9,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 平生店",33.9401224,132.06828959999999,2,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 柳井店",33.9658004,132.0998979,1,11,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 周東店",34.0901566,132.06195820000002,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ フジ柳井店",33.976952499999996,132.1021807,0,10,11,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ フジ南岩国店",34.1314628,132.1992831,1,4,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 西岩国店",34.1640744,132.19539509999998,0,6,7,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 岩国多田店",34.1729316,132.1585009,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 由宇店",34.04548700000001,132.212484,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 岩国保津店",34.081851,132.20776,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 南岩国店",34.1354664,132.20279539999999,1,4,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 岩国中津店",34.1540099,132.2160485,0,11,13,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 岩国室の木店",34.1700973,132.21313419999998,0,8,11,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 岩国まりふ店",34.1690209,132.2232754,0,8,11,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 大竹新町店",34.2144305,132.2215539,1,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 松柏店",33.46095,132.440616,0,6,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 北浜店",33.462157,132.420709,0,6,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 大柿店",34.1728199,132.4655048,1,2,2,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 江田島店",34.205053,132.4748371,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 吉田店",33.279388000000004,132.538432,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 宇和店",33.361001,132.515454,0,2,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 西大洲店",33.504301,132.527698,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 大洲店",33.517247999999995,132.548827,0,8,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ呉光町店",34.2458279,132.538568,1,8,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 愛南店",32.9594902,132.5717365,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
